EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
332,39,Male,Marketing,Analyst,Master,Married,35505,19,14,4,4,No,3,No
333,40,Female,Sales,Analyst,High School,Divorced,112218,15,11,2,1,Yes,4,Yes
334,19,Female,Marketing,Analyst,High School,Single,28642,2,6,3,4,Yes,2,Yes
335,44,Female,HR,Executive,Master,Single,136688,5,7,3,1,No,1,No
336,59,Male,Finance,Engineer,PhD,Single,130197,16,13,4,1,No,1,No
337,19,Male,Operations,Executive,Bachelor,Single,98915,19,2,1,3,Yes,2,No
338,43,Female,Sales,Executive,Bachelor,Married,100021,4,4,2,4,Yes,3,No
339,34,Male,IT,Executive,PhD,Single,97842,15,7,2,1,Yes,2,No
340,57,Female,Finance,Clerk,Master,Single,123287,16,5,4,1,No,1,No
341,50,Male,Sales,Executive,PhD,Single,118731,15,0,2,2,No,1,No
342,26,Female,IT,Analyst,Bachelor,Divorced,32448,8,1,3,4,Yes,1,No
343,56,Male,IT,Executive,Bachelor,Divorced,102931,6,2,2,4,No,4,No
344,46,Female,Operations,Analyst,Bachelor,Divorced,127113,4,13,4,2,Yes,2,No
345,59,Male,Operations,Specialist,Bachelor,Married,33283,8,11,1,1,No,3,Yes
346,43,Male,IT,Engineer,Master,Married,113294,9,14,4,2,No,2,No
347,52,Female,Operations,Clerk,Bachelor,Married,65118,0,6,2,3,No,2,No
348,42,Male,IT,Engineer,Bachelor,Single,135471,6,12,4,1,Yes,2,No
349,41,Male,Sales,Specialist,Master,Single,40089,4,13,4,4,Yes,4,No
350,30,Female,HR,Engineer,PhD,Married,15040,5,9,2,2,No,2,No
351,24,Male,Operations,Clerk,Master,Divorced,79172,5,2,1,2,Yes,1,No
352,53,Male,Marketing,Analyst,Bachelor,Single,56992,14,8,3,1,No,3,Yes
353,37,Male,Marketing,Specialist,High School,Divorced,95894,7,8,4,2,No,4,No
354,18,Female,Marketing,Specialist,Master,Single,64279,0,11,1,2,No,4,No
355,25,Female,HR,Analyst,Master,Single,99498,9,11,1,4,Yes,4,Yes
356,33,Female,IT,Analyst,PhD,Divorced,111195,2,11,4,2,Yes,4,Yes
357,31,Female,IT,Clerk,Bachelor,Married,46363,15,10,2,1,No,1,No
358,29,Female,Finance,Executive,High School,Divorced,27812,0,7,2,1,No,1,No
359,40,Male,Marketing,Manager,Master,Married,96912,15,8,4,2,No,3,No
360,32,Male,Marketing,Executive,Master,Married,44428,13,7,2,2,Yes,2,No
361,45,Female,IT,Executive,Master,Single,39321,4,8,2,4,Yes,4,No
362,51,Male,Marketing,Engineer,High School,Single,24085,15,3,1,2,No,2,Yes
363,19,Male,IT,Manager,Master,Single,83342,10,3,3,1,No,2,No
364,49,Male,IT,Analyst,Master,Married,75157,17,14,3,2,Yes,3,Yes
365,40,Male,Operations,Executive,High School,Married,110795,6,4,2,2,No,4,No
366,39,Female,IT,Clerk,Master,Divorced,65939,7,6,2,2,Yes,2,Yes
367,42,Female,Sales,Executive,High School,Single,25440,16,8,4,3,Yes,3,No
368,39,Male,Sales,Analyst,PhD,Single,148251,13,3,2,3,Yes,2,No
369,39,Male,Sales,Executive,High School,Married,116427,16,6,4,2,Yes,3,No
370,59,Female,Sales,Specialist,PhD,Single,20665,11,11,3,2,Yes,1,Yes
371,23,Male,HR,Engineer,High School,Married,121517,17,11,1,3,No,3,No
372,32,Male,Finance,Engineer,Bachelor,Divorced,18390,0,5,4,4,No,3,No
373,54,Male,Finance,Executive,Master,Divorced,23359,6,12,1,2,No,1,No
374,50,Female,IT,Engineer,PhD,Single,89600,5,8,3,2,No,4,No
375,25,Female,Marketing,Clerk,Master,Divorced,147853,14,8,1,4,No,3,Yes
376,22,Male,Sales,Manager,Master,Single,143566,17,8,3,1,No,3,No
377,56,Male,Finance,Executive,High School,Single,40972,10,4,1,3,No,2,No
378,21,Male,Finance,Clerk,Bachelor,Married,105743,16,2,1,3,Yes,3,Yes
379,23,Male,Sales,Specialist,High School,Married,115167,0,12,2,4,Yes,3,No
380,49,Male,HR,Clerk,Master,Single,71485,1,14,3,3,Yes,2,Yes
381,47,Male,HR,Clerk,High School,Divorced,114025,6,5,4,1,No,4,No
382,52,Female,Finance,Specialist,PhD,Divorced,145972,9,1,3,1,No,1,No
383,57,Female,HR,Analyst,Bachelor,Single,87778,13,6,2,3,Yes,1,No
384,33,Male,Operations,Executive,Master,Single,92064,11,13,4,1,Yes,3,No
385,30,Female,Sales,Executive,High School,Divorced,64394,16,14,2,1,No,4,No
386,59,Male,Finance,Executive,PhD,Divorced,87441,13,12,3,1,No,1,Yes
387,47,Male,Sales,Manager,Bachelor,Married,85174,18,6,3,2,Yes,2,No
388,36,Female,HR,Clerk,High School,Married,117676,9,1,2,4,Yes,3,Yes
389,34,Female,Sales,Executive,High School,Divorced,68797,11,14,4,3,No,3,No
390,36,Male,HR,Engineer,Master,Married,72746,6,5,3,2,No,4,No
391,45,Male,HR,Analyst,PhD,Married,65605,7,3,2,3,No,3,Yes
392,43,Female,Sales,Specialist,Bachelor,Single,71060,12,6,3,4,No,4,Yes
393,54,Female,HR,Specialist,High School,Married,62141,5,7,2,1,Yes,1,No
394,43,Male,Operations,Manager,Bachelor,Married,125909,7,9,3,3,No,1,No
395,40,Male,IT,Specialist,PhD,Single,18501,4,12,3,3,Yes,4,No
396,26,Male,Sales,Analyst,Master,Divorced,81722,8,10,1,2,Yes,1,No
397,29,Female,IT,Clerk,Master,Married,114685,10,0,4,2,No,1,No
398,18,Male,Sales,Specialist,Master,Married,62018,12,4,3,1,No,1,No
399,18,Female,HR,Specialist,Bachelor,Divorced,79127,0,8,4,4,Yes,4,No
400,51,Male,HR,Engineer,Bachelor,Married,74198,6,13,2,1,Yes,2,No
401,49,Female,Finance,Clerk,High School,Divorced,27225,5,1,1,2,Yes,2,Yes
402,42,Female,Operations,Executive,PhD,Single,147824,7,3,2,3,Yes,1,No
403,57,Female,Finance,Analyst,PhD,Divorced,141889,1,7,4,3,No,2,No
404,18,Female,IT,Specialist,PhD,Divorced,102191,16,11,2,4,No,1,No
405,33,Male,HR,Engineer,Bachelor,Divorced,113841,16,4,2,1,Yes,3,No
406,56,Female,Finance,Analyst,Master,Single,71734,17,7,2,1,Yes,2,No
407,22,Female,HR,Manager,PhD,Divorced,33774,6,14,4,1,No,3,No
408,39,Female,Sales,Engineer,High School,Divorced,129049,14,9,3,3,No,1,Yes
409,46,Male,Finance,Manager,Bachelor,Single,89918,12,9,2,4,Yes,2,Yes
410,20,Male,IT,Specialist,Master,Married,117240,19,0,4,3,No,2,No
411,29,Male,Finance,Engineer,PhD,Married,98415,13,13,1,4,No,3,No
412,43,Male,HR,Executive,Master,Divorced,53984,14,6,1,4,Yes,1,No
413,33,Male,Marketing,Analyst,High School,Single,35907,2,5,4,1,Yes,2,Yes
414,54,Male,Marketing,Analyst,PhD,Single,18370,5,1,2,3,Yes,4,No
415,39,Female,Operations,Clerk,PhD,Divorced,68227,8,6,3,3,Yes,1,Yes
416,46,Female,HR,Engineer,Master,Divorced,19695,13,2,1,4,Yes,4,Yes
417,31,Female,Sales,Engineer,Bachelor,Married,47864,15,3,3,3,No,2,No
418,45,Male,Finance,Manager,Master,Married,93301,16,13,4,4,Yes,2,No
419,22,Female,Marketing,Engineer,High School,Divorced,143677,11,10,1,3,Yes,4,No
420,47,Female,Sales,Analyst,Master,Single,76930,3,5,2,3,No,2,No
421,22,Male,HR,Engineer,Master,Divorced,73663,4,2,1,4,No,2,No
422,29,Female,Sales,Clerk,PhD,Single,68653,10,0,2,3,No,1,No
423,33,Male,HR,Clerk,Bachelor,Married,99414,10,9,3,1,No,1,Yes
424,43,Female,Operations,Analyst,Bachelor,Divorced,19043,7,0,1,1,Yes,1,No
425,43,Male,Finance,Analyst,Bachelor,Single,28586,17,5,4,2,Yes,3,Yes
426,38,Male,Sales,Analyst,Bachelor,Married,47630,5,3,1,4,Yes,1,No
427,56,Male,Finance,Engineer,Master,Divorced,62530,6,6,2,1,No,2,No
428,53,Female,Sales,Engineer,PhD,Divorced,17897,5,8,3,2,Yes,2,No
429,50,Female,HR,Executive,PhD,Married,17030,13,13,4,4,No,3,No
430,47,Male,HR,Specialist,Bachelor,Divorced,96205,19,7,2,3,Yes,2,No
431,54,Male,Sales,Specialist,Master,Married,57636,5,2,2,4,No,3,No
432,40,Female,Operations,Manager,Bachelor,Single,140998,3,6,4,3,Yes,1,No
433,27,Female,HR,Engineer,Bachelor,Divorced,87135,12,0,4,4,No,4,Yes
434,22,Male,IT,Executive,PhD,Married,47879,16,1,3,3,No,4,Yes
435,53,Female,IT,Executive,PhD,Married,144770,11,8,2,4,Yes,4,No
436,51,Female,Finance,Clerk,Bachelor,Single,108846,8,9,2,4,No,4,No
437,48,Female,IT,Engineer,Master,Divorced,52238,19,7,3,1,No,4,No
438,27,Male,IT,Executive,Bachelor,Married,94162,2,14,1,3,Yes,3,No
439,36,Male,Operations,Clerk,PhD,Married,115477,10,6,4,4,Yes,2,No
440,49,Female,Operations,Manager,PhD,Married,149150,4,10,3,1,No,3,No
441,18,Male,Marketing,Clerk,Master,Divorced,140489,2,9,4,1,Yes,2,No
442,22,Female,Marketing,Manager,Bachelor,Divorced,81919,16,1,3,1,No,1,No
443,21,Female,Operations,Specialist,Bachelor,Single,54489,8,14,3,3,No,3,Yes
444,33,Male,Marketing,Specialist,High School,Single,18970,5,13,2,1,No,1,No
445,41,Male,Operations,Analyst,Bachelor,Single,50579,17,1,4,2,Yes,2,No
446,33,Male,Marketing,Analyst,Master,Divorced,29006,5,6,3,2,No,2,No
447,19,Female,HR,Clerk,PhD,Married,94477,5,6,2,4,Yes,2,No
448,45,Female,Operations,Analyst,High School,Divorced,128035,9,5,3,3,Yes,2,No
449,49,Male,Finance,Engineer,Master,Divorced,114209,10,9,4,2,No,4,Yes
450,44,Male,Finance,Clerk,Master,Divorced,131570,13,11,3,1,No,2,No
451,37,Male,Operations,Executive,High School,Single,145836,11,4,2,2,Yes,2,Yes
452,41,Female,IT,Engineer,Bachelor,Married,142634,19,5,2,3,Yes,1,No
453,29,Female,Finance,Clerk,High School,Divorced,56500,17,11,1,2,No,1,No
454,52,Female,IT,Specialist,Master,Single,27607,14,8,4,2,Yes,4,No
455,50,Male,Finance,Manager,Bachelor,Divorced,62328,9,3,1,2,No,4,Yes
456,50,Male,Sales,Analyst,PhD,Married,97375,0,11,2,1,Yes,4,No
457,54,Female,Sales,Analyst,High School,Single,113954,14,9,1,1,No,4,No
458,29,Male,Operations,Analyst,Master,Divorced,106424,1,0,4,2,Yes,4,No
459,20,Male,Finance,Clerk,Bachelor,Single,68664,19,8,2,1,Yes,1,No
460,18,Male,HR,Engineer,Master,Married,73141,1,7,1,2,No,1,Yes
461,50,Male,IT,Manager,Bachelor,Married,69879,3,10,1,2,Yes,3,No
462,57,Female,Finance,Analyst,Bachelor,Single,80475,13,1,2,2,Yes,4,No
463,27,Male,Operations,Engineer,High School,Divorced,26254,18,3,3,4,No,2,No
464,46,Female,IT,Executive,PhD,Married,79634,13,2,2,4,Yes,4,No
465,30,Female,Marketing,Specialist,Bachelor,Married,31102,12,2,1,4,Yes,3,No
466,29,Male,Operations,Executive,Master,Divorced,34029,0,5,4,3,Yes,3,Yes
467,48,Female,Finance,Manager,Bachelor,Single,75978,9,6,1,3,Yes,2,No
468,19,Female,HR,Analyst,PhD,Single,79739,13,7,2,4,Yes,1,No
469,52,Male,Marketing,Executive,Master,Divorced,148125,16,6,1,1,Yes,3,No
470,40,Female,Operations,Specialist,Bachelor,Married,113613,15,14,2,3,No,2,No
471,34,Female,Finance,Engineer,Bachelor,Married,138664,14,11,1,4,Yes,2,No
472,43,Female,Sales,Engineer,High School,Divorced,95727,10,14,1,4,No,3,No
473,25,Female,Finance,Executive,PhD,Divorced,36384,11,8,3,4,Yes,3,No
474,46,Female,Sales,Analyst,Bachelor,Single,113067,0,1,2,1,No,1,No
475,43,Female,Sales,Specialist,PhD,Single,112029,2,9,3,2,No,2,No
476,27,Female,Operations,Manager,Bachelor,Divorced,102414,10,3,3,3,Yes,2,No
477,43,Female,Finance,Analyst,Master,Married,63373,10,14,1,2,No,1,No
478,51,Male,Finance,Clerk,PhD,Single,24519,4,1,2,1,Yes,3,Yes
479,58,Male,Sales,Executive,Master,Divorced,106561,14,12,4,2,Yes,2,No
480,24,Male,IT,Clerk,PhD,Married,135724,19,14,1,3,No,1,No
481,21,Female,Marketing,Executive,Master,Single,105262,15,10,2,1,No,2,No
482,28,Female,HR,Manager,Bachelor,Divorced,77584,2,2,3,3,No,2,No
483,46,Female,Finance,Analyst,Master,Divorced,21384,7,12,1,3,No,3,No
484,53,Male,Marketing,Specialist,Master,Married,137785,15,9,4,3,No,2,No
485,42,Male,Marketing,Analyst,Bachelor,Married,52917,15,0,1,4,Yes,3,No
486,38,Male,IT,Executive,PhD,Divorced,21608,3,13,3,3,Yes,2,No
487,53,Female,Marketing,Engineer,Master,Married,33089,14,7,3,2,No,2,No
488,27,Male,Finance,Clerk,High School,Divorced,57132,18,4,2,1,No,2,No
489,54,Male,Operations,Specialist,High School,Married,100424,14,4,4,4,No,1,No
490,26,Female,Operations,Specialist,Master,Married,100935,12,7,1,3,Yes,3,No
491,41,Male,Marketing,Analyst,Master,Single,65648,9,14,3,3,No,1,Yes
492,52,Female,Finance,Analyst,Master,Single,59077,1,14,2,2,Yes,4,No
493,52,Male,Finance,Executive,PhD,Married,71858,5,10,4,3,Yes,2,No
494,53,Female,Sales,Engineer,Bachelor,Divorced,44278,16,8,4,1,No,4,No
495,35,Female,IT,Clerk,High School,Married,31238,7,8,2,3,Yes,3,No
496,56,Female,HR,Engineer,High School,Single,148730,15,9,3,4,Yes,1,No
497,49,Female,Sales,Specialist,PhD,Divorced,82067,12,8,4,3,No,1,Yes
498,41,Female,HR,Engineer,Master,Married,91894,11,1,1,4,No,3,Yes
499,40,Male,Finance,Executive,Master,Married,110942,15,6,3,3,Yes,3,No
500,49,Female,Operations,Engineer,Bachelor,Married,46623,6,6,3,1,No,1,Yes
501,54,Female,Sales,Clerk,Bachelor,Married,126258,9,3,2,3,Yes,4,No
502,29,Female,Marketing,Specialist,High School,Single,48549,5,4,4,1,Yes,3,No
503,30,Female,Marketing,Manager,Bachelor,Single,114729,4,13,2,1,No,2,No
504,40,Male,HR,Specialist,High School,Single,118232,17,5,4,3,Yes,4,No
505,42,Female,Finance,Manager,PhD,Single,83087,15,6,2,4,Yes,1,No
506,52,Male,Operations,Clerk,Master,Divorced,43062,2,12,3,2,Yes,3,No
507,58,Female,HR,Specialist,Master,Divorced,91051,2,1,2,4,Yes,3,Yes
508,47,Female,Operations,Specialist,High School,Divorced,23704,4,9,3,3,Yes,4,No
509,34,Male,IT,Specialist,Master,Married,86974,1,1,3,2,No,3,No
510,37,Male,Operations,Specialist,PhD,Divorced,37902,0,14,2,3,No,2,No
511,42,Male,Marketing,Executive,Bachelor,Single,86629,3,12,4,2,Yes,1,Yes
512,39,Female,Sales,Analyst,PhD,Single,143518,9,1,3,4,No,4,No
513,30,Male,Sales,Specialist,Master,Married,43691,12,12,2,4,No,4,No
514,36,Female,Sales,Executive,PhD,Divorced,141421,2,13,3,1,No,2,No
515,53,Male,Operations,Clerk,Master,Married,38118,10,14,3,1,No,3,No
516,29,Male,Marketing,Specialist,High School,Married,54277,2,4,2,3,No,4,No
517,58,Female,Operations,Engineer,Bachelor,Divorced,116264,9,5,3,3,No,1,Yes
518,36,Male,Finance,Specialist,Bachelor,Married,106364,8,14,3,2,No,3,Yes
519,29,Male,Marketing,Specialist,Master,Divorced,130447,9,10,2,2,Yes,4,Yes
520,26,Female,Marketing,Manager,Master,Divorced,102158,12,14,1,1,No,4,No
521,24,Female,Operations,Engineer,Bachelor,Married,97146,17,5,2,2,No,1,No
522,45,Female,Operations,Specialist,PhD,Single,133066,17,2,4,1,Yes,4,No
523,31,Male,Sales,Specialist,PhD,Divorced,139411,16,11,1,1,No,3,No
524,48,Male,Marketing,Specialist,PhD,Single,47054,16,14,3,2,Yes,2,No
525,36,Male,Sales,Executive,Bachelor,Single,87978,4,3,4,3,No,4,No
526,33,Male,Finance,Clerk,High School,Divorced,138676,8,6,1,2,Yes,2,No
527,22,Male,IT,Manager,Master,Single,64015,11,6,2,3,Yes,1,No
528,52,Female,Sales,Specialist,Master,Married,22624,11,14,3,1,Yes,2,No
529,29,Male,Operations,Clerk,Bachelor,Married,98699,18,5,1,1,No,4,No
530,42,Female,HR,Manager,High School,Single,93720,6,0,2,3,No,1,No
531,38,Male,IT,Manager,Bachelor,Married,71215,19,9,1,1,Yes,3,No
532,53,Female,Finance,Manager,PhD,Divorced,131066,11,5,2,1,Yes,2,No
533,40,Male,Operations,Specialist,PhD,Divorced,77639,8,13,4,2,Yes,4,No
534,33,Male,IT,Executive,Master,Single,46973,7,12,4,2,Yes,3,No
535,56,Female,Operations,Specialist,Master,Married,37091,18,0,3,1,Yes,2,Yes
536,59,Male,Sales,Specialist,Master,Single,120233,2,10,2,2,No,3,No
537,56,Female,Operations,Clerk,Master,Married,59770,10,4,1,1,Yes,4,No
538,31,Male,Finance,Analyst,PhD,Divorced,75068,11,5,3,1,Yes,4,No
539,48,Male,HR,Analyst,PhD,Married,54128,16,6,3,3,Yes,2,No
540,22,Female,Sales,Analyst,High School,Married,107349,6,7,2,2,No,2,No
541,52,Male,Sales,Clerk,Master,Single,130729,2,8,4,2,No,4,No
542,40,Female,Finance,Engineer,Bachelor,Divorced,52607,6,5,3,1,No,3,No
543,46,Male,Finance,Clerk,High School,Married,87887,6,10,1,3,No,2,No
544,28,Male,IT,Manager,High School,Divorced,17100,13,6,3,4,Yes,4,No
545,35,Male,HR,Specialist,PhD,Married,16737,1,14,2,2,Yes,1,Yes
546,29,Male,Operations,Engineer,Master,Divorced,141549,15,3,4,4,Yes,3,No
547,26,Male,IT,Manager,High School,Married,142152,9,9,2,2,No,1,No
548,27,Male,Operations,Specialist,Master,Divorced,139565,13,6,3,1,Yes,1,No
549,34,Male,Operations,Specialist,PhD,Married,41507,6,9,1,2,No,3,No
550,55,Female,Operations,Manager,High School,Divorced,68678,1,0,3,2,No,1,Yes
551,24,Male,IT,Clerk,High School,Married,144599,9,2,3,1,No,1,No
552,30,Male,Sales,Analyst,Bachelor,Married,126954,1,0,4,3,Yes,1,No
553,57,Male,Finance,Engineer,PhD,Divorced,141702,12,10,2,2,No,4,No
554,59,Female,Sales,Specialist,Bachelor,Single,24539,1,7,4,1,Yes,1,Yes
555,26,Female,HR,Executive,PhD,Married,94398,9,2,3,1,No,1,No
556,44,Male,IT,Specialist,Bachelor,Married,135263,13,6,1,3,Yes,3,No
557,19,Male,HR,Analyst,PhD,Single,16854,16,1,1,4,No,3,Yes
558,22,Male,Finance,Specialist,PhD,Married,58904,18,11,4,3,No,1,No
559,46,Female,Finance,Executive,High School,Divorced,37434,11,11,1,1,No,1,No
560,54,Male,Marketing,Clerk,Bachelor,Single,52845,16,4,1,1,No,1,Yes
561,55,Female,HR,Specialist,Bachelor,Married,53108,5,14,1,1,No,4,No
562,36,Male,Sales,Engineer,Bachelor,Divorced,138280,3,2,3,2,No,1,No
563,25,Female,HR,Clerk,High School,Divorced,93907,1,9,1,2,No,3,No
564,18,Female,IT,Executive,Master,Single,29976,14,2,4,4,Yes,3,No
565,39,Male,Finance,Manager,PhD,Single,64283,15,13,1,4,Yes,1,No
566,34,Male,Finance,Specialist,Bachelor,Single,93216,11,14,3,2,Yes,1,No
567,24,Male,HR,Clerk,PhD,Divorced,126404,6,4,3,2,Yes,3,No
568,42,Male,HR,Specialist,High School,Married,21157,12,13,1,3,No,1,No
569,21,Male,Operations,Engineer,PhD,Divorced,70730,0,7,4,2,Yes,1,No
570,53,Male,HR,Specialist,High School,Divorced,111729,18,1,1,4,Yes,4,Yes
571,23,Male,Operations,Clerk,Master,Single,96581,12,10,2,1,No,1,No
572,48,Female,IT,Analyst,Bachelor,Married,103533,0,3,4,2,Yes,4,No
573,36,Male,IT,Clerk,High School,Divorced,134194,1,3,4,3,No,2,No
574,56,Male,Sales,Executive,PhD,Single,102112,0,12,4,1,Yes,4,No
575,44,Female,HR,Clerk,High School,Single,126529,11,14,4,2,No,1,Yes
576,27,Male,Sales,Engineer,High School,Married,110800,9,13,4,2,No,1,No
577,43,Male,Marketing,Clerk,Master,Married,17676,1,11,1,1,Yes,3,Yes
578,36,Male,IT,Clerk,Bachelor,Single,16215,0,10,1,1,Yes,1,Yes
579,56,Male,Finance,Engineer,High School,Married,82800,4,4,4,1,No,1,No
580,20,Female,Operations,Clerk,High School,Married,137478,1,5,4,3,No,1,No
581,30,Female,Marketing,Engineer,PhD,Divorced,147041,3,8,2,3,No,4,No
582,45,Male,Finance,Executive,High School,Married,54396,13,4,3,3,No,4,Yes
583,37,Male,Marketing,Engineer,High School,Single,15600,8,11,3,1,No,2,No
584,45,Female,Sales,Executive,Bachelor,Married,37325,5,9,4,2,Yes,4,No
585,25,Male,Sales,Executive,Bachelor,Divorced,148788,11,7,4,1,Yes,3,No
586,58,Female,Operations,Engineer,PhD,Married,32165,11,4,3,4,Yes,4,No
587,56,Female,IT,Clerk,High School,Divorced,76152,8,2,1,2,Yes,1,No
588,18,Female,Operations,Specialist,High School,Married,16434,14,5,2,2,Yes,4,Yes
589,20,Male,Finance,Analyst,High School,Married,29852,9,12,2,1,No,1,No
590,30,Male,Marketing,Specialist,Master,Single,141786,1,3,4,4,Yes,3,No
591,45,Male,Operations,Engineer,Master,Single,107928,17,4,1,3,Yes,2,Yes
592,42,Female,HR,Clerk,PhD,Married,35375,6,7,1,1,Yes,2,No
593,50,Male,HR,Executive,Master,Married,23651,8,10,1,2,No,2,No
594,55,Male,IT,Manager,PhD,Divorced,96725,19,10,1,1,Yes,2,No
595,23,Female,Operations,Analyst,High School,Divorced,136933,17,3,4,4,No,1,No
596,49,Male,Finance,Specialist,Master,Single,143489,2,6,3,1,Yes,1,No
597,38,Male,HR,Clerk,Bachelor,Married,97451,12,2,4,4,No,4,No
598,33,Male,IT,Analyst,Master,Married,148049,9,3,2,2,Yes,1,No
599,38,Female,Operations,Manager,High School,Divorced,127141,16,7,2,4,No,2,No
600,28,Male,IT,Manager,Bachelor,Married,61828,2,7,4,1,Yes,1,Yes
601,54,Female,Finance,Manager,PhD,Married,67916,8,12,2,3,No,3,No
602,53,Female,HR,Specialist,High School,Married,113594,16,12,3,3,Yes,3,No
603,52,Female,HR,Engineer,Bachelor,Divorced,86613,15,8,3,3,No,3,No
604,36,Male,HR,Analyst,Master,Divorced,67727,5,3,4,4,No,2,No
605,37,Male,Sales,Engineer,PhD,Divorced,142634,17,9,2,4,Yes,4,No
606,35,Male,HR,Manager,Master,Married,68801,5,3,3,4,No,1,No
607,58,Female,Marketing,Clerk,Bachelor,Divorced,58435,5,4,3,2,Yes,4,No
608,31,Female,Sales,Manager,Bachelor,Single,87150,16,13,2,4,No,1,No
609,32,Male,Operations,Engineer,High School,Single,130200,9,4,1,1,Yes,2,No
610,48,Female,Sales,Manager,PhD,Divorced,114943,1,2,2,1,Yes,3,Yes
611,18,Male,Sales,Manager,PhD,Divorced,118120,0,0,4,3,No,2,No
612,20,Male,Sales,Engineer,Bachelor,Married,135537,10,9,1,2,Yes,3,No
613,33,Male,IT,Engineer,High School,Divorced,99557,5,14,4,3,Yes,4,No
614,40,Male,Marketing,Clerk,Bachelor,Divorced,64202,0,0,3,4,No,4,No
615,28,Male,Finance,Engineer,Bachelor,Single,146871,15,11,1,4,No,2,No
616,29,Male,HR,Clerk,PhD,Single,24939,8,13,4,4,Yes,2,No
617,27,Male,Sales,Executive,Master,Single,31620,11,7,4,4,Yes,1,No
618,49,Female,Finance,Executive,Master,Single,115508,8,3,4,3,No,4,No
619,33,Male,IT,Engineer,PhD,Divorced,111553,12,12,1,4,Yes,3,No
620,25,Female,Finance,Manager,High School,Single,56098,6,10,4,3,Yes,4,No
621,55,Female,Sales,Analyst,PhD,Married,59055,0,9,1,3,Yes,1,Yes
622,29,Male,Operations,Manager,High School,Married,35885,2,14,1,2,Yes,2,Yes
623,41,Female,Marketing,Engineer,PhD,Divorced,40526,2,13,4,2,Yes,3,No
624,45,Female,Finance,Clerk,High School,Married,18796,18,10,3,3,Yes,1,No
625,25,Female,Sales,Manager,Bachelor,Single,132061,3,1,2,2,No,2,No
626,45,Male,Sales,Executive,Bachelor,Single,101344,11,5,2,4,Yes,3,Yes
627,53,Male,HR,Specialist,High School,Married,69571,3,8,1,4,Yes,1,No
628,43,Male,Operations,Engineer,PhD,Divorced,45897,9,14,4,3,No,2,No
629,25,Male,HR,Manager,Bachelor,Single,73472,3,4,2,3,No,4,No
630,45,Male,Operations,Specialist,PhD,Single,45366,10,2,2,4,Yes,2,No
631,45,Female,Marketing,Manager,Master,Married,145564,3,3,4,3,Yes,2,No
632,54,Female,HR,Clerk,Bachelor,Divorced,66538,10,14,2,3,No,1,Yes
633,58,Male,Marketing,Clerk,PhD,Divorced,78628,16,12,4,1,No,1,No
634,53,Female,IT,Clerk,PhD,Married,15168,19,1,2,4,Yes,1,No
635,44,Female,IT,Specialist,Master,Single,108200,19,14,3,1,No,2,Yes
636,34,Female,Operations,Analyst,PhD,Married,80055,12,13,4,3,No,2,No
637,26,Female,Operations,Specialist,High School,Married,139932,16,6,2,3,Yes,4,Yes
638,50,Male,HR,Engineer,Bachelor,Married,68117,12,12,1,3,No,1,No
639,37,Male,IT,Engineer,High School,Single,100128,16,3,4,1,Yes,4,No
640,30,Male,Finance,Executive,Master,Single,66879,18,3,2,1,No,3,No
641,45,Female,Finance,Executive,High School,Married,38933,19,7,3,4,Yes,4,No
642,46,Female,Finance,Engineer,PhD,Divorced,31159,14,9,2,3,Yes,1,Yes
643,30,Male,IT,Manager,Master,Married,142457,3,4,1,1,Yes,3,No
644,52,Male,Finance,Engineer,Master,Single,108538,17,2,4,4,No,2,No
645,23,Female,Marketing,Analyst,High School,Divorced,85256,10,12,3,1,Yes,2,No
646,35,Male,Sales,Executive,Master,Divorced,98633,8,14,2,4,Yes,3,No
647,22,Male,Operations,Executive,High School,Single,146002,15,11,1,4,Yes,1,No
648,42,Female,HR,Specialist,High School,Single,136307,2,5,1,1,Yes,4,No
649,19,Female,Marketing,Executive,High School,Married,50280,17,7,1,2,Yes,2,No
650,27,Male,Finance,Engineer,Master,Single,42837,16,9,2,4,Yes,3,No
651,47,Female,Sales,Executive,Master,Divorced,94370,9,0,3,3,Yes,4,Yes
652,22,Male,HR,Executive,Bachelor,Married,115982,4,8,2,1,No,4,Yes
653,50,Female,Marketing,Specialist,High School,Married,48049,14,13,3,1,Yes,2,Yes
654,18,Female,HR,Engineer,High School,Divorced,31005,19,12,4,2,Yes,1,Yes
655,35,Male,Operations,Manager,High School,Single,137793,17,3,3,2,Yes,1,No
656,49,Female,IT,Executive,High School,Married,77974,4,4,1,4,Yes,3,Yes
657,28,Male,Finance,Executive,High School,Divorced,85168,14,9,1,2,Yes,3,No
